StudentID,IPK_4,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,PlacementStatus
5713,3.12,1,1,1,70,4.1,No,Yes,NotPlaced
5714,2.76,2,2,2,72,3.7,Yes,Yes,NotPlaced
5715,3.16,1,3,2,90,4.4,Yes,Yes,Placed
5716,3,1,2,1,65,4.1,No,No,NotPlaced
5717,2.6,1,2,1,68,4.8,No,No,NotPlaced
5718,3.28,1,1,2,76,4.5,Yes,Yes,Placed
5719,3.16,2,3,2,87,4.8,Yes,Yes,Placed
5720,2.88,1,2,2,82,4.5,Yes,No,NotPlaced
5721,3.52,2,3,2,90,4.8,Yes,Yes,Placed
5722,3.2,1,0,2,79,4.4,Yes,Yes,Placed
5723,3.08,1,0,0,75,3.6,Yes,Yes,Placed
5724,3.36,2,3,2,90,4.8,Yes,Yes,Placed
5725,3.44,2,3,2,90,4.8,Yes,Yes,Placed
5726,2.8,1,2,0,69,4.7,No,Yes,Placed
5727,3.56,2,3,2,90,4.8,Yes,Yes,Placed
5728,3.28,2,1,3,88,4.2,Yes,Yes,Placed
5729,3.12,0,3,0,83,4.4,Yes,Yes,NotPlaced
5730,3.4,0,3,0,84,4.5,Yes,Yes,Placed
5731,3.2,2,3,2,90,4.8,Yes,Yes,Placed
5732,2.88,0,1,0,73,4.4,No,Yes,NotPlaced
5733,2.6,1,2,0,66,4.2,No,Yes,NotPlaced
5734,3.2,2,1,0,78,4.6,No,No,Placed
5735,2.6,1,1,0,72,4.8,No,No,NotPlaced
5736,2.92,1,3,0,77,4.5,Yes,Yes,NotPlaced
5737,3.32,2,3,2,90,4.8,Yes,Yes,Placed
5738,3,0,1,1,70,4.5,No,Yes,NotPlaced
5739,3.08,0,3,0,84,4.3,Yes,Yes,Placed
5740,3.2,2,3,2,90,4.6,Yes,Yes,Placed
5741,2.96,1,2,1,68,3.6,No,No,NotPlaced
5742,3.32,2,3,0,90,4.8,Yes,Yes,Placed
5743,2.6,1,3,2,77,4.2,Yes,Yes,NotPlaced
5744,3.48,1,3,3,88,3.8,Yes,Yes,NotPlaced
5745,3.36,2,3,2,90,4.8,Yes,Yes,Placed
5746,3.08,2,1,0,83,4.6,No,Yes,NotPlaced
5747,3.04,0,1,1,70,3.9,No,Yes,NotPlaced
5748,3.08,1,1,0,71,4.1,Yes,Yes,NotPlaced
5749,3.04,1,1,1,77,4,No,Yes,NotPlaced
5750,2.96,1,1,1,78,3.7,No,Yes,Placed
5751,3,1,1,1,75,4,No,No,NotPlaced
5752,3,1,1,1,77,4.5,Yes,No,NotPlaced
5753,2.88,1,1,1,72,4.5,Yes,Yes,NotPlaced
5754,2.84,0,1,0,87,4.4,No,Yes,Placed
5755,2.84,0,3,0,80,4.4,Yes,No,Placed
5756,3.04,1,2,2,76,4.8,Yes,Yes,NotPlaced
5757,3.04,2,2,1,88,4.6,Yes,Yes,NotPlaced
5758,3,0,2,1,77,3.8,Yes,Yes,NotPlaced
5759,2.92,1,1,1,72,3.5,No,Yes,NotPlaced
5760,3.28,1,1,2,82,4.8,Yes,Yes,Placed
5761,3.4,2,3,2,79,4.8,No,No,NotPlaced
5762,3.28,1,2,0,67,4.1,No,Yes,NotPlaced
5763,3.32,0,2,1,89,4.7,No,Yes,Placed
5764,3.32,2,3,2,90,4.8,Yes,Yes,Placed
5765,3.44,1,2,2,78,4.8,Yes,Yes,Placed
5766,3.08,1,3,3,84,4.7,Yes,Yes,NotPlaced
5767,3.2,0,3,0,76,3.6,Yes,Yes,NotPlaced
5768,2.96,1,2,2,78,4.7,No,Yes,Placed
5769,3,1,2,2,89,4.8,Yes,Yes,Placed
5770,3.04,1,3,2,84,4.6,Yes,Yes,Placed
5771,2.68,1,2,1,89,4.4,No,Yes,NotPlaced
5772,3.52,2,3,0,88,4.7,No,Yes,Placed
5773,2.6,0,2,0,74,3.5,No,No,NotPlaced
5774,3.28,1,1,0,71,4,No,Yes,NotPlaced
5775,3.08,1,3,1,71,4.6,Yes,No,NotPlaced
5776,3,1,1,0,72,4.4,Yes,Yes,Placed
5777,3.36,1,1,0,72,3.8,No,No,NotPlaced
5778,3.2,1,1,1,77,4.7,No,Yes,NotPlaced
5779,3,0,3,1,65,4.2,No,No,NotPlaced
5780,3.44,1,3,0,82,4.3,Yes,Yes,Placed
5781,3.44,1,3,0,88,4.5,Yes,Yes,NotPlaced
5782,2.64,1,3,1,70,4.7,Yes,Yes,Placed
5783,2.76,2,3,0,86,4.6,No,Yes,NotPlaced
5784,2.96,1,2,0,71,3.7,No,Yes,NotPlaced
5785,3.28,1,2,1,77,3.7,Yes,Yes,Placed
5786,3.04,1,2,1,77,4.4,No,Yes,NotPlaced
5787,3.24,1,3,2,75,3.9,Yes,Yes,NotPlaced
5788,3.28,1,1,2,72,4.1,No,Yes,NotPlaced
5789,3.2,2,3,2,79,4.8,No,No,Placed
5790,3,2,2,2,90,4.3,Yes,Yes,Placed
5791,3.16,1,1,0,80,4.4,Yes,Yes,NotPlaced
5792,2.68,0,1,0,75,4.2,No,No,NotPlaced
5793,3.04,1,2,1,86,4.8,Yes,Yes,Placed
5794,3.08,2,1,0,68,4.6,No,No,NotPlaced
5795,3.4,1,3,0,85,4.8,Yes,Yes,Placed
5796,2.64,1,1,0,69,3.8,No,Yes,NotPlaced
5797,2.8,1,3,2,85,4.3,No,Yes,Placed
5798,3.28,1,2,2,84,4.5,Yes,Yes,Placed
5799,2.6,1,3,2,84,4.7,No,No,NotPlaced
5800,3.2,0,2,2,87,4.7,Yes,No,NotPlaced
5801,2.8,0,1,1,85,4.8,Yes,No,NotPlaced
5802,3.2,0,1,0,75,3.8,Yes,No,NotPlaced
5803,3.08,1,2,1,70,4,Yes,Yes,NotPlaced
5804,3.2,1,3,2,77,4.5,Yes,Yes,NotPlaced
5805,3.04,1,3,1,65,3.7,No,No,NotPlaced
5806,3.36,2,3,2,89,3.9,Yes,Yes,Placed
5807,3.36,1,3,2,79,4.5,Yes,Yes,Placed
5808,2.92,0,1,1,75,3.2,No,Yes,NotPlaced
5809,3.24,2,3,2,90,4.8,Yes,Yes,Placed
5810,2.64,1,2,1,64,3.5,No,Yes,NotPlaced
5811,3.32,1,2,3,82,3.7,No,Yes,NotPlaced
5812,3,0,1,0,79,3.6,No,Yes,NotPlaced
5813,3.28,0,3,2,89,4.3,Yes,No,Placed
5814,3.04,1,1,2,75,4.8,No,Yes,NotPlaced
5815,3,1,3,2,88,4.8,Yes,Yes,Placed
5816,3.4,2,3,2,90,4.7,Yes,Yes,Placed
5817,3.4,1,1,2,87,4.5,Yes,Yes,Placed
5818,3.32,2,3,1,90,4.8,Yes,Yes,Placed
5819,2.96,1,2,0,68,3.8,No,Yes,NotPlaced
5820,2.84,2,2,1,84,3.9,No,No,NotPlaced
5821,3,1,1,1,80,4.2,No,No,NotPlaced
5822,3.4,2,3,2,90,4.7,Yes,Yes,Placed
5823,3.28,1,3,0,85,4.4,Yes,No,NotPlaced
5824,3.12,1,3,1,85,4.5,Yes,Yes,Placed
5825,2.84,0,3,2,74,4.5,Yes,Yes,NotPlaced
5826,3.48,1,3,2,85,4.1,Yes,Yes,NotPlaced
5827,3.24,1,3,2,90,4.8,Yes,Yes,Placed
5828,3,1,1,1,78,4.2,No,No,NotPlaced
5829,2.64,0,1,0,81,4.5,Yes,Yes,NotPlaced
5830,3.12,0,3,3,85,4.8,Yes,Yes,Placed
5831,3.48,1,2,2,73,4.4,No,Yes,NotPlaced
5832,3.32,1,3,0,68,4.6,Yes,Yes,Placed
5833,2.6,1,2,2,90,4.8,No,Yes,NotPlaced
5834,2.96,1,3,0,71,4.4,No,Yes,Placed
5835,3.16,2,3,2,80,4.4,Yes,Yes,Placed
5836,3.12,1,2,0,82,4.2,No,No,NotPlaced
5837,3.28,1,1,0,88,3.9,No,Yes,NotPlaced
5838,3.36,0,3,2,87,4.2,Yes,Yes,Placed
5839,2.68,1,2,0,78,4.6,No,Yes,Placed
5840,3.24,0,2,0,81,4.5,Yes,Yes,NotPlaced
5841,3.36,0,2,2,80,3.9,Yes,Yes,Placed
5842,3.48,2,3,2,89,4.7,Yes,Yes,Placed
5843,3.2,1,1,1,82,4,No,No,NotPlaced
5844,3.2,1,3,2,90,4.3,Yes,Yes,Placed
5845,3.12,1,3,2,87,4.8,Yes,Yes,Placed
5846,3.08,0,2,2,69,4.4,Yes,Yes,NotPlaced
5847,3.24,2,3,2,90,4.8,Yes,Yes,Placed
5848,3.32,2,3,0,86,4.7,Yes,Yes,Placed
5849,2.96,1,3,0,78,4.2,No,Yes,Placed
5850,3.36,1,1,3,83,4.6,Yes,No,NotPlaced
5851,3.16,1,2,1,64,4.2,No,Yes,NotPlaced
5852,3.4,1,2,0,70,3.9,Yes,Yes,Placed
5853,3.4,1,3,2,90,4.8,Yes,Yes,Placed
5854,3.36,1,3,2,85,4.8,Yes,Yes,Placed
5855,2.96,1,3,2,70,4.4,No,No,NotPlaced
5856,2.96,1,2,1,84,4.4,No,Yes,NotPlaced
5857,2.6,0,3,1,70,3.3,Yes,Yes,Placed
5858,3.2,1,1,0,81,4.2,Yes,Yes,NotPlaced
5859,2.64,1,2,1,66,4.6,Yes,No,NotPlaced
5860,3.4,0,3,0,90,4.5,Yes,Yes,Placed
5861,2.72,0,1,2,71,4.2,No,No,NotPlaced
5862,3,1,1,1,78,4.4,No,Yes,NotPlaced
5863,3.12,0,2,0,78,4.4,No,Yes,Placed
5864,2.64,0,2,0,83,4.8,Yes,Yes,Placed
5865,3.04,1,3,2,77,4.4,No,Yes,Placed
5866,2.6,1,1,0,68,4.8,No,Yes,NotPlaced
5867,3.2,2,2,2,85,4.5,Yes,Yes,NotPlaced
5868,2.64,1,1,0,76,4.4,No,No,NotPlaced
5869,2.68,0,2,0,74,4.2,Yes,Yes,NotPlaced
5870,2.68,0,2,0,74,3.6,No,Yes,Placed
5871,3.08,1,1,1,89,4.4,No,No,NotPlaced
5872,3.24,0,2,2,68,4.8,No,Yes,NotPlaced
5873,3.04,0,1,0,66,4,No,No,NotPlaced
5874,2.6,1,1,1,75,3.6,No,Yes,NotPlaced
5875,3,0,1,0,72,3.9,No,Yes,NotPlaced
5876,3.44,2,3,2,84,4.8,Yes,Yes,Placed
5877,3,0,2,0,81,4.3,Yes,Yes,NotPlaced
5878,3.12,1,2,0,78,3.7,Yes,Yes,Placed
5879,3.32,1,3,2,85,4.7,Yes,Yes,NotPlaced
5880,2.76,1,1,1,62,3.5,No,No,NotPlaced
5881,2.6,1,1,2,80,4.3,No,Yes,NotPlaced
5882,2.6,0,1,1,75,4.5,Yes,Yes,NotPlaced
5883,2.76,1,1,0,76,4,No,No,Placed
5884,3.24,1,3,1,90,4.8,Yes,Yes,Placed
5885,3.36,0,2,3,90,4.3,Yes,Yes,Placed
5886,2.6,1,1,0,82,4.4,No,No,NotPlaced
5887,3.08,1,1,0,78,3.8,No,Yes,NotPlaced
5888,3.24,2,3,2,88,4.7,Yes,Yes,Placed
5889,3.2,0,1,0,72,4.2,No,No,NotPlaced
5890,3,2,2,1,78,4.4,Yes,Yes,Placed
5891,2.76,0,1,0,72,4.4,No,No,NotPlaced
5892,3.36,2,3,2,90,4.8,Yes,Yes,Placed
5893,3.12,1,3,2,90,4.8,Yes,Yes,Placed
5894,3.2,2,1,2,89,4.2,No,Yes,NotPlaced
5895,2.76,1,1,0,76,3.3,No,Yes,NotPlaced
5896,3.04,1,1,1,71,4.3,No,No,NotPlaced
5897,3.2,1,3,2,90,4.7,Yes,Yes,Placed
5898,3.28,2,2,2,73,4.6,Yes,Yes,NotPlaced
5899,2.68,1,1,0,79,4.1,No,Yes,NotPlaced
5900,3.4,2,3,2,90,4.8,Yes,Yes,Placed
5901,2.72,1,1,0,85,4.3,No,Yes,Placed
5902,2.76,0,3,0,89,4.4,Yes,Yes,Placed
5903,3.44,1,3,2,90,4.8,Yes,Yes,Placed
5904,3.04,0,1,0,76,3.5,Yes,Yes,Placed
5905,3.2,0,3,0,90,3.8,Yes,No,Placed
5906,2.8,0,3,2,90,4.1,Yes,Yes,NotPlaced
5907,2.6,1,2,0,76,4.3,Yes,Yes,NotPlaced
5908,2.96,1,1,0,75,3.9,No,No,NotPlaced
5909,3.32,1,2,3,90,4.8,Yes,Yes,Placed
5910,3,0,2,1,80,4.7,No,Yes,Placed
5911,2.68,1,1,1,66,3.5,Yes,No,NotPlaced
5912,3.44,2,3,2,90,4.8,Yes,Yes,Placed
5913,3.28,1,3,2,90,4.8,Yes,Yes,Placed
5914,2.96,1,1,1,80,4.7,Yes,Yes,NotPlaced
5915,3,1,1,1,73,3.6,No,Yes,NotPlaced
5916,3,1,1,0,84,3.7,No,Yes,NotPlaced
5917,3,0,2,1,83,4.6,No,Yes,NotPlaced
5918,2.96,1,1,0,87,4.6,No,No,NotPlaced
5919,2.96,0,1,0,65,3.4,No,No,NotPlaced
5920,3.08,0,2,1,75,4.8,No,Yes,NotPlaced
5921,2.84,1,3,2,88,4,Yes,Yes,Placed
5922,2.6,0,1,1,66,4.1,No,No,NotPlaced
5923,3.16,1,2,0,76,4.7,Yes,No,NotPlaced
5924,2.96,1,1,0,78,4.8,Yes,No,Placed
5925,3.2,0,2,2,79,4.4,No,Yes,NotPlaced
5926,3.08,1,2,0,63,4.3,No,No,NotPlaced
5927,3.44,1,2,2,83,4,Yes,Yes,NotPlaced
5928,2.84,2,3,2,90,4.7,Yes,Yes,Placed
5929,2.76,1,3,2,87,4.8,Yes,Yes,Placed
5930,2.64,1,1,0,78,4.3,No,Yes,NotPlaced
5931,2.72,1,1,0,80,3.6,No,No,NotPlaced
5932,3.04,1,2,1,81,3.9,No,No,NotPlaced
5933,3.12,2,3,2,90,4.8,Yes,Yes,Placed
5934,3,1,2,2,86,4.8,Yes,Yes,Placed
5935,3.56,2,3,0,90,4.8,Yes,Yes,Placed
5936,2.92,1,1,1,78,4.2,Yes,Yes,NotPlaced
5937,2.72,1,1,0,82,3.8,No,No,NotPlaced
5938,2.92,2,3,2,90,4.5,Yes,Yes,Placed
5939,3.4,1,3,1,84,4.3,Yes,Yes,Placed
5940,3.24,2,3,2,90,4.6,Yes,Yes,Placed
5941,3.36,2,3,2,90,4.7,Yes,Yes,Placed
5942,3.08,1,2,2,82,4.8,No,Yes,Placed
5943,3.16,1,1,0,85,4.7,No,Yes,NotPlaced
5944,3.28,2,3,2,90,4.8,Yes,Yes,Placed
5945,3.04,0,1,0,69,3.1,No,No,NotPlaced
5946,3.24,0,3,2,84,4.8,Yes,Yes,NotPlaced
5947,3.12,0,1,1,84,4.3,Yes,No,NotPlaced
5948,3.48,0,1,2,78,4.7,Yes,Yes,NotPlaced
5949,3.32,0,3,2,90,4.8,Yes,Yes,Placed
5950,3.4,1,3,2,90,4.5,Yes,Yes,NotPlaced
5951,2.92,1,1,1,72,4.6,No,Yes,NotPlaced
5952,2.96,1,1,1,81,4.2,No,No,NotPlaced
5953,3.08,1,3,1,89,4.8,Yes,Yes,Placed
5954,3.08,1,1,0,76,3.8,No,No,NotPlaced
5955,2.96,1,1,0,85,4.7,Yes,Yes,NotPlaced
5956,3.16,1,3,0,81,3.2,No,Yes,NotPlaced
5957,3,1,2,0,89,4.7,Yes,Yes,Placed
5958,3.04,1,2,0,71,3.5,No,Yes,NotPlaced
5959,3.32,1,1,0,69,4.5,No,Yes,NotPlaced
5960,3.08,1,1,0,64,4.4,No,No,NotPlaced
5961,2.6,1,1,0,69,4.5,No,No,NotPlaced
5962,3.28,0,2,1,75,4.6,Yes,No,NotPlaced
5963,2.96,1,2,1,68,3.5,No,Yes,NotPlaced
5964,3.08,1,1,0,90,4.8,No,Yes,Placed
5965,3.44,2,3,2,90,4.8,Yes,Yes,Placed
5966,3.04,1,2,2,80,4.5,No,Yes,NotPlaced
5967,2.64,1,3,2,87,4.8,Yes,Yes,Placed
5968,3.36,2,3,2,83,4.6,Yes,Yes,Placed
5969,3,1,1,0,74,3.7,Yes,Yes,Placed
5970,3.32,1,1,0,89,4.5,Yes,Yes,NotPlaced
5971,3.52,2,3,2,90,4.8,Yes,Yes,Placed
5972,3.04,0,3,0,88,4.6,Yes,No,Placed
5973,3,1,2,0,83,4.3,No,Yes,Placed
5974,3,1,2,0,82,4.2,No,Yes,NotPlaced
5975,3.04,0,2,1,68,4.3,Yes,Yes,NotPlaced
5976,3.36,1,2,1,85,4.8,Yes,No,NotPlaced
5977,3.2,2,2,2,87,4.6,Yes,Yes,NotPlaced
5978,3.28,0,3,2,81,4.7,Yes,Yes,Placed
5979,3.32,2,3,2,90,4.8,Yes,Yes,Placed
5980,3.04,1,1,1,69,4.3,No,No,NotPlaced
5981,2.6,1,1,1,72,4.2,No,No,NotPlaced
5982,3,0,1,0,80,3.9,No,Yes,NotPlaced
5983,3.52,2,3,2,90,4.7,Yes,Yes,Placed
5984,3.24,2,1,1,81,4,Yes,Yes,Placed
5985,3.08,1,1,2,64,4.4,Yes,Yes,NotPlaced
5986,3.36,2,3,2,77,4.5,Yes,Yes,NotPlaced
5987,2.92,1,1,1,65,3.8,Yes,Yes,NotPlaced
5988,3.24,2,3,0,86,4.5,No,Yes,Placed
5989,3.36,0,1,1,82,3.6,No,Yes,Placed
5990,3.48,1,3,3,90,4.5,Yes,Yes,Placed
5991,3.36,0,1,0,77,3.5,No,Yes,NotPlaced
5992,2.72,1,1,1,68,4.5,No,Yes,NotPlaced
5993,3.08,1,1,0,78,4.3,Yes,Yes,Placed
5994,3.32,1,3,2,90,4.8,Yes,Yes,Placed
5995,2.6,1,3,0,72,4.6,Yes,Yes,Placed
5996,3.16,1,3,2,90,4.8,Yes,Yes,Placed
5997,3,1,2,0,79,4.2,No,Yes,NotPlaced
5998,3.08,1,2,0,78,4,No,Yes,NotPlaced
5999,3.08,1,2,0,78,4.5,No,Yes,NotPlaced
6000,3,0,1,1,82,4.7,No,No,NotPlaced
6001,3.28,1,3,3,88,4.8,No,Yes,Placed
6002,2.88,1,1,0,61,3.5,No,No,NotPlaced
6003,3.24,2,3,2,85,4.5,Yes,Yes,NotPlaced
6004,3.32,1,2,1,76,4.2,Yes,Yes,NotPlaced
6005,3.28,0,1,0,76,4.3,No,No,NotPlaced
6006,2.8,1,1,1,64,4.1,No,No,NotPlaced
6007,3.04,1,2,1,73,4.3,Yes,Yes,Placed
6008,2.72,0,1,1,68,3.9,No,No,NotPlaced
6009,2.96,1,2,0,65,4.6,No,No,NotPlaced
6010,2.6,1,2,0,83,4.6,Yes,Yes,NotPlaced
6011,2.64,0,2,1,74,4.6,No,Yes,NotPlaced
6012,3,0,1,0,80,4.1,No,Yes,NotPlaced
6013,3,1,2,0,74,4.6,No,Yes,NotPlaced
6014,2.68,1,1,0,60,4,No,No,NotPlaced
6015,3.16,1,2,0,85,4.1,Yes,Yes,NotPlaced
6016,2.92,1,1,1,67,4.2,No,Yes,NotPlaced
6017,3.4,2,3,2,88,4.8,Yes,Yes,Placed
6018,2.96,1,2,0,76,4.4,Yes,Yes,NotPlaced
6019,2.96,0,2,0,72,3.5,No,Yes,NotPlaced
6020,3.2,1,3,2,89,4.8,Yes,Yes,Placed
6021,3.24,0,1,1,84,4.6,Yes,No,NotPlaced
6022,2.88,0,2,0,77,3.7,No,Yes,NotPlaced
6023,3.04,1,1,0,72,4.2,No,Yes,NotPlaced
6024,3.12,1,3,0,89,4.6,Yes,Yes,Placed
6025,3.04,2,2,1,72,3.9,Yes,No,NotPlaced
6026,3.2,0,1,1,75,4.1,Yes,No,NotPlaced
6027,2.6,0,3,2,84,3.9,Yes,Yes,Placed
6028,2.84,0,1,1,69,3.7,Yes,No,NotPlaced
6029,2.72,1,2,0,82,4.4,Yes,Yes,Placed
6030,2.96,1,2,0,69,3.6,No,Yes,NotPlaced
6031,3.12,1,2,0,73,4.5,Yes,No,NotPlaced
6032,3.04,1,1,0,73,4.2,No,Yes,NotPlaced
6033,3.44,2,3,2,90,4.8,Yes,Yes,Placed
6034,3,2,3,2,90,4.1,No,Yes,Placed
6035,3.28,2,3,2,90,4.8,Yes,Yes,Placed
6036,2.6,0,1,0,62,4.1,No,No,NotPlaced
6037,2.96,1,3,0,88,4.1,Yes,Yes,NotPlaced
6038,3.04,1,1,0,74,3.8,No,No,NotPlaced
6039,3.24,0,3,2,79,4.3,Yes,Yes,Placed
6040,3.24,0,1,2,90,4.7,Yes,Yes,Placed
6041,3.52,1,3,2,84,4.2,Yes,Yes,Placed
6042,3.28,2,3,2,90,4.8,Yes,Yes,Placed
6043,3.36,2,3,2,89,4.8,Yes,Yes,Placed
6044,2.6,1,1,0,72,4.7,No,No,NotPlaced
6045,3,2,1,1,90,4.1,Yes,Yes,NotPlaced
6046,3,1,3,2,89,4.8,Yes,Yes,NotPlaced
6047,3.28,1,3,1,77,4.2,Yes,Yes,Placed
6048,3.04,0,1,1,79,4.2,Yes,Yes,NotPlaced
6049,2.68,0,1,0,65,4.3,No,Yes,NotPlaced
6050,3.12,0,1,0,74,4,No,No,NotPlaced
6051,2.64,1,1,0,63,3.7,No,No,NotPlaced
6052,3.24,2,3,2,88,4.4,No,No,Placed
6053,2.96,0,1,0,79,3.3,No,Yes,NotPlaced
6054,3,1,1,0,76,4.2,No,No,NotPlaced
6055,3.48,1,2,0,69,4.6,Yes,Yes,Placed
6056,3.04,1,3,1,79,3.9,Yes,Yes,Placed
6057,2.6,0,2,0,74,4.1,No,Yes,NotPlaced
6058,3,1,3,0,71,4.2,No,Yes,NotPlaced
6059,3.16,1,2,1,61,4.2,Yes,Yes,NotPlaced
6060,3.56,1,3,1,84,4.8,Yes,Yes,NotPlaced
6061,3,1,1,0,84,4.3,No,Yes,NotPlaced
6062,3.24,2,3,2,89,4.8,Yes,Yes,NotPlaced
6063,3,1,3,1,73,4,No,Yes,NotPlaced
6064,2.68,1,1,0,77,3.8,No,No,NotPlaced
6065,3.32,1,2,1,79,4.2,No,No,NotPlaced
6066,3,1,1,0,78,3.6,No,No,NotPlaced
6067,3.32,0,3,1,88,4.2,Yes,Yes,Placed
6068,3.36,1,3,2,85,4.6,Yes,Yes,Placed
6069,3.24,2,1,3,78,4.2,Yes,Yes,Placed
6070,2.76,1,1,0,79,4.7,Yes,No,NotPlaced
6071,2.92,1,2,0,80,4.2,No,No,NotPlaced
6072,3,0,2,0,68,4.1,Yes,Yes,NotPlaced
6073,2.68,1,1,0,79,4,No,No,NotPlaced
6074,2.72,0,3,1,74,4.5,Yes,Yes,Placed
6075,3,1,2,0,63,3.4,No,Yes,NotPlaced
6076,3.12,2,2,2,65,4.3,Yes,Yes,NotPlaced
6077,3.04,1,1,0,72,3.4,No,No,NotPlaced
6078,3.08,1,2,1,75,4.6,Yes,Yes,NotPlaced
6079,3.08,1,1,1,70,4.6,No,Yes,NotPlaced
6080,3.24,1,3,2,80,4.7,No,Yes,Placed
6081,3.56,2,3,2,90,4.8,Yes,Yes,Placed
6082,3.36,1,3,2,78,4.1,Yes,Yes,Placed
6083,3.2,2,3,2,86,4.7,Yes,Yes,Placed
6084,2.96,1,1,1,65,4.5,No,No,NotPlaced
6085,2.96,1,2,0,76,4,No,Yes,NotPlaced
6086,3.36,0,3,2,77,4.6,Yes,No,Placed
6087,3.24,2,3,2,90,4.8,Yes,Yes,Placed
6088,3.08,1,1,0,64,4.1,No,No,NotPlaced
6089,3.04,1,2,0,72,3.7,No,No,NotPlaced
6090,3.32,2,3,2,79,4.4,Yes,Yes,Placed
6091,3.04,1,1,0,71,4,No,No,NotPlaced
6092,3,2,2,2,85,4.6,Yes,Yes,Placed
6093,3.2,1,3,0,90,4.8,Yes,Yes,Placed
6094,3.24,1,2,2,77,3.3,Yes,Yes,NotPlaced
6095,3.4,1,3,2,89,4,Yes,Yes,NotPlaced
6096,3.28,2,2,0,86,4.5,Yes,Yes,Placed
6097,3.32,1,3,2,90,4.8,Yes,Yes,Placed
6098,2.8,1,1,1,69,4.6,No,Yes,NotPlaced
6099,3,1,1,0,72,4.3,No,No,NotPlaced
6100,3.04,1,2,2,77,4,Yes,Yes,NotPlaced
6101,3.36,2,3,2,90,4.6,Yes,Yes,Placed
6102,3.2,1,1,2,82,4.6,Yes,Yes,NotPlaced
6103,2.96,0,3,2,75,4.8,Yes,Yes,NotPlaced
6104,3.04,2,3,2,90,4.4,Yes,Yes,Placed
6105,2.68,1,1,1,71,4,No,Yes,NotPlaced
6106,3.24,2,3,1,79,3.9,Yes,Yes,Placed
6107,3.44,2,3,2,90,4.6,Yes,Yes,Placed
6108,3.12,0,3,1,87,4.4,Yes,Yes,NotPlaced
6109,3.12,1,1,1,75,3.8,No,No,NotPlaced
6110,3.2,1,3,2,87,4.8,Yes,Yes,NotPlaced
6111,3.04,1,1,0,69,3.4,Yes,Yes,NotPlaced
6112,3,2,3,0,87,4.6,Yes,No,Placed
6113,3.28,1,3,0,78,4.2,Yes,Yes,Placed
6114,3.32,1,3,2,89,4.8,Yes,Yes,Placed
6115,2.96,1,1,0,81,3.9,No,Yes,NotPlaced
6116,3,0,3,2,86,4.4,No,Yes,NotPlaced
6117,3.04,1,2,1,64,3.7,No,Yes,Placed
6118,3.16,1,3,1,67,4.4,Yes,No,NotPlaced
6119,3,1,3,0,71,4.7,No,No,NotPlaced
6120,3.12,1,3,0,90,3.7,Yes,Yes,NotPlaced
6121,3.24,2,3,2,87,4.8,No,Yes,NotPlaced
6122,3.24,2,1,0,76,4.3,No,No,NotPlaced
6123,2.96,1,1,1,78,4.8,Yes,Yes,NotPlaced
6124,3,0,1,1,64,3.7,No,Yes,NotPlaced
6125,3.28,2,3,2,90,4.8,Yes,Yes,Placed
6126,3,0,1,0,83,3.8,Yes,Yes,NotPlaced
6127,2.6,0,1,1,72,4.5,No,No,NotPlaced
6128,3,1,3,2,86,4.8,Yes,Yes,Placed
6129,3.04,1,1,0,71,4,Yes,Yes,NotPlaced
6130,3.24,1,3,2,90,4.8,Yes,Yes,Placed
6131,3,0,3,1,77,4.8,Yes,Yes,NotPlaced
6132,3.48,1,3,1,90,4,Yes,Yes,Placed
6133,2.6,0,1,0,74,4.1,Yes,No,NotPlaced
6134,3.36,2,3,2,90,4.8,Yes,Yes,Placed
6135,3.2,1,3,3,90,4.8,Yes,Yes,Placed
6136,2.6,1,1,1,69,4.2,Yes,No,Placed
6137,3,1,2,1,68,4,No,No,NotPlaced
6138,3,1,1,2,78,4.3,Yes,No,Placed
6139,2.92,1,1,1,60,4.6,No,Yes,NotPlaced
6140,3.24,2,3,2,90,4.8,Yes,Yes,Placed
6141,2.76,0,2,0,69,3.4,No,No,NotPlaced
6142,2.8,1,1,1,74,4.4,Yes,Yes,Placed
6143,3.16,1,3,3,86,4.5,Yes,Yes,Placed
6144,3.32,1,3,2,88,4.7,Yes,Yes,Placed
6145,3.08,1,1,0,90,4.6,No,No,Placed
6146,2.84,0,3,2,90,4.8,Yes,Yes,Placed
6147,3.36,2,3,0,90,4.8,Yes,Yes,Placed
6148,3.48,2,3,2,90,4.8,Yes,Yes,Placed
6149,3.08,2,3,2,90,4.8,Yes,Yes,Placed
6150,3.44,1,1,1,83,4.8,Yes,Yes,NotPlaced
6151,3.28,0,3,2,84,4.8,Yes,Yes,Placed
6152,3.44,1,1,0,81,4.3,Yes,Yes,NotPlaced
6153,3.04,1,2,2,79,4.1,No,No,NotPlaced
6154,3.16,1,3,0,83,4.3,No,Yes,NotPlaced
6155,2.6,0,1,1,80,3.4,Yes,Yes,NotPlaced
6156,3.32,1,3,2,89,4.7,Yes,Yes,Placed
6157,3.12,1,2,0,86,4.6,No,Yes,NotPlaced
6158,2.76,1,2,1,88,4.6,Yes,Yes,NotPlaced
6159,2.76,0,3,1,87,4.6,Yes,Yes,NotPlaced
6160,3.28,1,3,2,90,4.7,Yes,Yes,Placed
